taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	namePublishedInID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	nomenclaturalCode	taxonomicStatus	modified	bibliographicCitation	references	rights	rightsHolder	datasetName
167015	urn:lsid:marinespecies.org:taxname:167015	167015	167012		Baikalospongia intermedia	Baikalospongia intermedia	Baikalospongia	Dybowski, W. 1880. Studien über die Spongien des russischen Reiches, mit besonderer Berücksichtigung der Spongien-Fauna des Baikal-Sees. Mémoires de l’Académie Impériale des sciences de St. Pétersbourg 7 (27): 1-71, pls I-IV.	1880	Animalia	Porifera	Demospongiae	Spongillida	Lubomirskiidae	Baikalospongia		intermedia		Species	Dybowsky, 1880	ICZN	accepted	2010-03-26	van Soest, R. (2015). Baikalospongia intermedia Dybowsky, 1880. In: Van Soest, R.W.M; Boury-Esnault, N.; Hooper, J.N.A.; Rützler, K.; de Voogd, N.J.; Alvarez de Glasby, B.; Hajdu, E.; Pisera, A.B.; Manconi, R.; Schoenberg, C.; Janussen, D.; Tabachnick, K.R., Klautau, M.; Picton, B.; Kelly, M.; Vacelet, J.; Dohrmann, M.; Díaz, M.-C.; Cárdenas, P. (2015) World Porifera database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=167015	http://www.marinespecies.org/porifera/aphia.php?p=taxdetails&id=167015			
167016	urn:lsid:marinespecies.org:taxname:167016	167016	167011		Lubomirskia	Lubomirskia	Lubomirskiidae	Dybowski, W. 1880. Studien über die Spongien des russischen Reiches, mit besonderer Berücksichtigung der Spongien-Fauna des Baikal-Sees. Mémoires de l’Académie Impériale des sciences de St. Pétersbourg 7 (27): 1-71, pls I-IV.	1880	Animalia	Porifera	Demospongiae	Spongillida	Lubomirskiidae	Lubomirskia				Genus	Dybowsky, 1880	ICZN	accepted	2010-06-18	van Soest, R. (2015). Lubomirskia Dybowsky, 1880. In: Van Soest, R.W.M; Boury-Esnault, N.; Hooper, J.N.A.; Rützler, K.; de Voogd, N.J.; Alvarez de Glasby, B.; Hajdu, E.; Pisera, A.B.; Manconi, R.; Schoenberg, C.; Janussen, D.; Tabachnick, K.R., Klautau, M.; Picton, B.; Kelly, M.; Vacelet, J.; Dohrmann, M.; Díaz, M.-C.; Cárdenas, P. (2015) World Porifera database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=167016	http://www.marinespecies.org/porifera/aphia.php?p=taxdetails&id=167016			
167017	urn:lsid:marinespecies.org:taxname:167017	167017	167016		Lubomirskia abietina	Lubomirskia abietina	Lubomirskia	Swartschewsky, B. 1901b. O gubkach Baikalskego ozera. Notizen Kiew Ges. Naturf. 14: 329-351.	1901	Animalia	Porifera	Demospongiae	Spongillida	Lubomirskiidae	Lubomirskia		abietina		Species	Swartschewsky, 1901	ICZN	accepted	2010-06-18	van Soest, R. (2015). Lubomirskia abietina Swartschewsky, 1901. In: Van Soest, R.W.M; Boury-Esnault, N.; Hooper, J.N.A.; Rützler, K.; de Voogd, N.J.; Alvarez de Glasby, B.; Hajdu, E.; Pisera, A.B.; Manconi, R.; Schoenberg, C.; Janussen, D.; Tabachnick, K.R., Klautau, M.; Picton, B.; Kelly, M.; Vacelet, J.; Dohrmann, M.; Díaz, M.-C.; Cárdenas, P. (2015) World Porifera database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=167017	http://www.marinespecies.org/porifera/aphia.php?p=taxdetails&id=167017			
167018	urn:lsid:marinespecies.org:taxname:167018	167018	167016		Lubomirskia baicalensis	Lubomirskia baicalensis	Lubomirskia	Pallas, P.S. (1776). Reise durch verschiedene Provinzen des Russischen Reichs. Vol. 3 [Dritter Theil, Buch 1 & 2].  Kayserliche Academie der Wissenschaften, St. Petersburg. 760 p. + Register.	1776	Animalia	Porifera	Demospongiae	Spongillida	Lubomirskiidae	Lubomirskia		baicalensis		Species	(Pallas, 1773)	ICZN	accepted	2012-01-04	van Soest, R. (2015). Lubomirskia baicalensis (Pallas, 1773). In: Van Soest, R.W.M; Boury-Esnault, N.; Hooper, J.N.A.; Rützler, K.; de Voogd, N.J.; Alvarez de Glasby, B.; Hajdu, E.; Pisera, A.B.; Manconi, R.; Schoenberg, C.; Janussen, D.; Tabachnick, K.R., Klautau, M.; Picton, B.; Kelly, M.; Vacelet, J.; Dohrmann, M.; Díaz, M.-C.; Cárdenas, P. (2015) World Porifera database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=167018	http://www.marinespecies.org/porifera/aphia.php?p=taxdetails&id=167018			
167019	urn:lsid:marinespecies.org:taxname:167019	167019	167016		Lubomirskia fusifera	Lubomirskia fusifera	Lubomirskia	Soukatschoff, B. 1896. Quelques nouvelles formes d’éponges, recueillies dans le lac de Baïkal (Sibérie Orientale) Trudÿ Imperatorskago Sank-Peterburgskago Obshchestva Estestvoispÿtetalei-Travaux de la Société Impériale des Naturalistes de St. Pétersbourg 25(2): 1-11, 11-19, pl. I.	1896	Animalia	Porifera	Demospongiae	Spongillida	Lubomirskiidae	Lubomirskia		fusifera		Species	Soukatschoff, 1895	ICZN	accepted	2010-06-18	van Soest, R. (2015). Lubomirskia fusifera Soukatschoff, 1895. In: Van Soest, R.W.M; Boury-Esnault, N.; Hooper, J.N.A.; Rützler, K.; de Voogd, N.J.; Alvarez de Glasby, B.; Hajdu, E.; Pisera, A.B.; Manconi, R.; Schoenberg, C.; Janussen, D.; Tabachnick, K.R., Klautau, M.; Picton, B.; Kelly, M.; Vacelet, J.; Dohrmann, M.; Díaz, M.-C.; Cárdenas, P. (2015) World Porifera database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=167019	http://www.marinespecies.org/porifera/aphia.php?p=taxdetails&id=167019			
167020	urn:lsid:marinespecies.org:taxname:167020	167020	167011		Swartschewskia	Swartschewskia	Lubomirskiidae	Makuschok, M.E. (1927a). Zur Systematic der Baikal-Spongien. I.Genus <i>Lubomirskia</i> Dyb. und <i>Swartschewskia</i> g. nov. Revue Zoologique Russe 7(1): 79-99 [In Russian]; abstract in English: 99-103.	1927	Animalia	Porifera	Demospongiae	Spongillida	Lubomirskiidae	Swartschewskia				Genus	Makuschok, 1927	ICZN	accepted	2010-06-02	van Soest, R. (2015). Swartschewskia Makuschok, 1927. In: Van Soest, R.W.M; Boury-Esnault, N.; Hooper, J.N.A.; Rützler, K.; de Voogd, N.J.; Alvarez de Glasby, B.; Hajdu, E.; Pisera, A.B.; Manconi, R.; Schoenberg, C.; Janussen, D.; Tabachnick, K.R., Klautau, M.; Picton, B.; Kelly, M.; Vacelet, J.; Dohrmann, M.; Díaz, M.-C.; Cárdenas, P. (2015) World Porifera database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=167020	http://www.marinespecies.org/porifera/aphia.php?p=taxdetails&id=167020			
167020	urn:lsid:marinespecies.org:taxname:167020	167020	167011		Swartschewskia	Swartschewskia	Lubomirskiidae	Makuschok, M.E. (1927a). Zur Systematic der Baikal-Spongien. I.Genus <i>Lubomirskia</i> Dyb. und <i>Swartschewskia</i> g. nov. Revue Zoologique Russe 7(1): 79-99 [In Russian]; abstract in English: 99-103.	1927	Animalia	Porifera	Demospongiae	Spongillida	Lubomirskiidae	Swartschewskia				Genus	Makuschok, 1927	ICZN	accepted	2010-06-02	van Soest, R. (2015). Swartschewskia Makuschok, 1927. In: Van Soest, R.W.M; Boury-Esnault, N.; Hooper, J.N.A.; Rützler, K.; de Voogd, N.J.; Alvarez de Glasby, B.; Hajdu, E.; Pisera, A.B.; Manconi, R.; Schoenberg, C.; Janussen, D.; Tabachnick, K.R., Klautau, M.; Picton, B.; Kelly, M.; Vacelet, J.; Dohrmann, M.; Díaz, M.-C.; Cárdenas, P. (2015) World Porifera database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=167020	http://www.marinespecies.org/porifera/aphia.php?p=taxdetails&id=167020			
167021	urn:lsid:marinespecies.org:taxname:167021	167021	167020		Swartschewskia papyracea	Swartschewskia papyracea	Swartschewskia	Dybowski, W. 1880. Studien über die Spongien des russischen Reiches, mit besonderer Berücksichtigung der Spongien-Fauna des Baikal-Sees. Mémoires de l’Académie Impériale des sciences de St. Pétersbourg 7 (27): 1-71, pls I-IV.	1880	Animalia	Porifera	Demospongiae	Spongillida	Lubomirskiidae	Swartschewskia		papyracea		Species	(Dybowsky, 1880)	ICZN	accepted	2010-06-02	van Soest, R. (2015). Swartschewskia papyracea (Dybowsky, 1880). In: Van Soest, R.W.M; Boury-Esnault, N.; Hooper, J.N.A.; Rützler, K.; de Voogd, N.J.; Alvarez de Glasby, B.; Hajdu, E.; Pisera, A.B.; Manconi, R.; Schoenberg, C.; Janussen, D.; Tabachnick, K.R., Klautau, M.; Picton, B.; Kelly, M.; Vacelet, J.; Dohrmann, M.; Díaz, M.-C.; Cárdenas, P. (2015) World Porifera database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=167021	http://www.marinespecies.org/porifera/aphia.php?p=taxdetails&id=167021			
167022	urn:lsid:marinespecies.org:taxname:167022	167022	845456		Malawispongiidae	Malawispongiidae	Spongillida	Manconi, R.; Pronzato, R. 2002. Suborder Spongillina subord. nov.: Freshwater sponges. Pp. 921-1020. In Hooper, J. N. A. & Van Soest, R. W. M. (ed.) Systema Porifera. A guide to the classification of sponges. 1 (Kluwer Academic/ Plenum Publishers: New York, Boston, Dordrecht, London, Moscow).	2002	Animalia	Porifera	Demospongiae	Spongillida	Malawispongiidae					Family	Manconi & Pronzato, 2002	ICZN	accepted	2015-04-21	van Soest, R. (2015). Malawispongiidae Manconi & Pronzato, 2002. In: Van Soest, R.W.M; Boury-Esnault, N.; Hooper, J.N.A.; Rützler, K.; de Voogd, N.J.; Alvarez de Glasby, B.; Hajdu, E.; Pisera, A.B.; Manconi, R.; Schoenberg, C.; Janussen, D.; Tabachnick, K.R., Klautau, M.; Picton, B.; Kelly, M.; Vacelet, J.; Dohrmann, M.; Díaz, M.-C.; Cárdenas, P. (2015) World Porifera database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=167022	http://www.marinespecies.org/porifera/aphia.php?p=taxdetails&id=167022			
167023	urn:lsid:marinespecies.org:taxname:167023	167023	167022		Cortispongilla	Cortispongilla	Malawispongiidae	Annandale, N. 1918. Zoological Results of a Tour in the Far East. Memoirs of the Asiatic Society of Bengal 6: 199-216, pl. IX.	1918	Animalia	Porifera	Demospongiae	Spongillida	Malawispongiidae	Cortispongilla				Genus	Annandale, 1918	ICZN	accepted	2010-04-10	van Soest, R. (2015). Cortispongilla Annandale, 1918. In: Van Soest, R.W.M; Boury-Esnault, N.; Hooper, J.N.A.; Rützler, K.; de Voogd, N.J.; Alvarez de Glasby, B.; Hajdu, E.; Pisera, A.B.; Manconi, R.; Schoenberg, C.; Janussen, D.; Tabachnick, K.R., Klautau, M.; Picton, B.; Kelly, M.; Vacelet, J.; Dohrmann, M.; Díaz, M.-C.; Cárdenas, P. (2015) World Porifera database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=167023	http://www.marinespecies.org/porifera/aphia.php?p=taxdetails&id=167023			
167024	urn:lsid:marinespecies.org:taxname:167024	167024	167023		Cortispongilla barroisi	Cortispongilla barroisi	Cortispongilla	Topsent, E. 1892d. Sur une Éponge du Lac de Tibériade <i>Potamolepis Barroisi</i>, n.sp. Revue biologique du Nord de la France 5(3): 85-91,pl. II.	1892	Animalia	Porifera	Demospongiae	Spongillida	Malawispongiidae			barroisi		Species	(Topsent, 1892)	ICZN	accepted	2010-04-10	van Soest, R. (2015). Cortispongilla barroisi (Topsent, 1892). In: Van Soest, R.W.M; Boury-Esnault, N.; Hooper, J.N.A.; Rützler, K.; de Voogd, N.J.; Alvarez de Glasby, B.; Hajdu, E.; Pisera, A.B.; Manconi, R.; Schoenberg, C.; Janussen, D.; Tabachnick, K.R., Klautau, M.; Picton, B.; Kelly, M.; Vacelet, J.; Dohrmann, M.; Díaz, M.-C.; Cárdenas, P. (2015) World Porifera database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=167024	http://www.marinespecies.org/porifera/aphia.php?p=taxdetails&id=167024			
167026	urn:lsid:marinespecies.org:taxname:167026	167026	167022		Malawispongia	Malawispongia	Malawispongiidae	Brien, P. 1972. <i>Malawispongia echinoides</i> (n.g., n.sp.). EpongeCéractinellide Haploscléride africaine du lac Malawi (Formation de laspongine périspiculaire). Revue de Zoologie et de Botanique Africaines86(1-2): 65-92, pls I-III.	1972	Animalia	Porifera	Demospongiae	Spongillida	Malawispongiidae	Malawispongia				Genus	Brien, 1972	ICZN	accepted	2010-06-18	van Soest, R. (2015). Malawispongia Brien, 1972. In: Van Soest, R.W.M; Boury-Esnault, N.; Hooper, J.N.A.; Rützler, K.; de Voogd, N.J.; Alvarez de Glasby, B.; Hajdu, E.; Pisera, A.B.; Manconi, R.; Schoenberg, C.; Janussen, D.; Tabachnick, K.R., Klautau, M.; Picton, B.; Kelly, M.; Vacelet, J.; Dohrmann, M.; Díaz, M.-C.; Cárdenas, P. (2015) World Porifera database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=167026	http://www.marinespecies.org/porifera/aphia.php?p=taxdetails&id=167026			
167027	urn:lsid:marinespecies.org:taxname:167027	167027	167026		Malawispongia echinoides	Malawispongia echinoides	Malawispongia	Brien, P. 1972. <i>Malawispongia echinoides</i> (n.g., n.sp.). EpongeCéractinellide Haploscléride africaine du lac Malawi (Formation de laspongine périspiculaire). Revue de Zoologie et de Botanique Africaines86(1-2): 65-92, pls I-III.	1972	Animalia	Porifera	Demospongiae	Spongillida	Malawispongiidae	Malawispongia		echinoides		Species	Brien, 1972	ICZN	accepted	2010-06-18	van Soest, R. (2015). Malawispongia echinoides Brien, 1972. In: Van Soest, R.W.M; Boury-Esnault, N.; Hooper, J.N.A.; Rützler, K.; de Voogd, N.J.; Alvarez de Glasby, B.; Hajdu, E.; Pisera, A.B.; Manconi, R.; Schoenberg, C.; Janussen, D.; Tabachnick, K.R., Klautau, M.; Picton, B.; Kelly, M.; Vacelet, J.; Dohrmann, M.; Díaz, M.-C.; Cárdenas, P. (2015) World Porifera database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=167027	http://www.marinespecies.org/porifera/aphia.php?p=taxdetails&id=167027			
167028	urn:lsid:marinespecies.org:taxname:167028	167028	167022		Ochridaspongia	Ochridaspongia	Malawispongiidae	Arndt, W. 1937. <i>Ochridaspongia rotunda</i> n.g. n.sp., ein neuer Süßwasserschwamm aus dem Ochridasee. Zugleich ein Überblick über die Spongillidenfauna der Balkanhalbinsel und ihrer Grenzländer. Archivfür Hydrobiologie 31(4): 636-677, pls X-XI.	1937	Animalia	Porifera	Demospongiae	Spongillida	Malawispongiidae	Ochridaspongia 				Genus	Arndt, 1937	ICZN	accepted	2010-06-18	van Soest, R. (2015). Ochridaspongia Arndt, 1937. In: Van Soest, R.W.M; Boury-Esnault, N.; Hooper, J.N.A.; Rützler, K.; de Voogd, N.J.; Alvarez de Glasby, B.; Hajdu, E.; Pisera, A.B.; Manconi, R.; Schoenberg, C.; Janussen, D.; Tabachnick, K.R., Klautau, M.; Picton, B.; Kelly, M.; Vacelet, J.; Dohrmann, M.; Díaz, M.-C.; Cárdenas, P. (2015) World Porifera database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=167028	http://www.marinespecies.org/porifera/aphia.php?p=taxdetails&id=167028			
167029	urn:lsid:marinespecies.org:taxname:167029	167029	167028		Ochridaspongia interlithonis	Ochridaspongia interlithonis	Ochridaspongia	Arndt, W. 1937. <i>Ochridaspongia rotunda</i> n.g. n.sp., ein neuer Süßwasserschwamm aus dem Ochridasee. Zugleich ein Überblick über die Spongillidenfauna der Balkanhalbinsel und ihrer Grenzländer. Archivfür Hydrobiologie 31(4): 636-677, pls X-XI.	1937	Animalia	Porifera	Demospongiae	Spongillida	Malawispongiidae	Ochridaspongia		interlithonis		Species	Arndt, 1937	ICZN	accepted	2010-06-18	van Soest, R. (2015). Ochridaspongia interlithonis Arndt, 1937. In: Van Soest, R.W.M; Boury-Esnault, N.; Hooper, J.N.A.; Rützler, K.; de Voogd, N.J.; Alvarez de Glasby, B.; Hajdu, E.; Pisera, A.B.; Manconi, R.; Schoenberg, C.; Janussen, D.; Tabachnick, K.R., Klautau, M.; Picton, B.; Kelly, M.; Vacelet, J.; Dohrmann, M.; Díaz, M.-C.; Cárdenas, P. (2015) World Porifera database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=167029	http://www.marinespecies.org/porifera/aphia.php?p=taxdetails&id=167029			
